lread, lwrite, scall, sread, swrite, fork, exec, rchar, wchar, pgout, ppgout, pgfree, pgscan, atch, pgin, ppgin, pflt, vflt, runqsz, freemem, freeswap
0.001084010840108,0.001739130434783,0.042716408268734,0.012801204819277,0.007707836300239,0.089463220675944,0.033579583613163,0.003231116886633,0.003855287827234,0,0,0,0,0,0.008498583569405,0.004101021837941,0.089797732829518,0.09246776084408,0.000283486888731,0.054794520547945,0.784498826445434
0.024932249322493,0.106086956521739,0.205184108527132,0.025790662650603,0.019269590750597,0.069582504970179,0.067159167226326,0.022892124711691,0.021383515033678,0.154715127701375,0.173724212812161,0.090630975143404,0.050444624090542,0.003781075716041,0.154390934844193,0.112094596903729,0.177372749499889,0.203546307151231,0.000212615166549,0.020297360507852,0.469642049139951
0.001084010840108,0,0.033349483204134,0.005647590361446,0.004771517709672,0.039761431411531,0.010073875083949,0.001081788858406,0.007419484758003,0.029469548133595,0.02600434310532,0.01678776290631,0.008391269199677,0,0.082011331444759,0.039574860736134,0.047910646810402,0.062302168815944,0,0.010190444370197,0.475348221390567
0.001626016260163,0.001739130434783,0.039244186046512,0.012989457831325,0.005872637181134,0.119284294234592,0.040295500335796,0.089425899838147,0.018595375321158,0,0,0,0,0,0.012747875354108,0.009534875773214,0.230484552122694,0.17959407971864,0.000283486888731,0.924657534246575,0.832919264349574
0.013008130081301,0.052173913043478,0.199773901808786,0.044427710843374,0.030097265553313,0.069582504970179,0.033579583613163,0.0157447184123,0.059268106381501,0.056483300589391,0.180238870792617,0.409560229445507,0.426030719482619,0.001890537858021,0.019830028328612,0.012986569153481,0.118248499666593,0.090562719812427,0.001063075832743,0.049532241897762,0.731541090012638
0.04390243902439,0.173913043478261,0.190406976744186,0.015060240963856,0.013213433657552,0.099403578528827,0.147750167897918,0.01227769001465,0.036525796819665,0.044204322200393,0.019543973941368,0.021414913957935,0.01519805982215,0.011343227148124,0.035410764872521,0.017087590991422,0.13580795732385,0.130275498241501,0.000708717221828,0.007183427998664,0.680429389461859
0.010840108401084,0.031304347826087,0.064599483204134,0.069277108433735,0.023307028812626,0.009940357852883,0.003357958361316,0.223492511590736,0.302892854662871,0.031925343811395,0.022801302931596,0.008030592734226,0,0.003781075716041,0.048158640226629,0.023239123748334,0.027561680373416,0.034144196951934,0.070871722182849,0.003174072836619,1.78317882831777E-06
0.026016260162602,0,0.278666020671835,0.032003012048193,0.019086070838686,0.587475149105368,0.565312290127602,0.052631620613125,0.021790708978543,0.12303536345776,0.251302931596091,0.115334608030593,0.101899757477769,0,0.26685552407932,0.169167150815078,0.493987552789509,0.658997655334115,0.000460666194189,0.010524557300368,0.495277027975847
0.000542005420054,0,0.141311369509044,0.033509036144578,0.019269590750597,0.009940357852883,0.003357958361316,0.011318210983264,0.032302756753003,0.076252455795678,0.088110749185668,0.05057361376673,0.034017784963622,0,0.018484419263456,0.012337240695807,0.01737052678373,0.070772274325909,7.0871722182849E-05,0.007935182091547,0.491996424726449
0.007046070460705,0.020869565217391,0.127099483204134,0.039909638554217,0.021655349605432,0.049701789264414,0.060443250503694,0.525782238633993,0.699566418998681,0,0,0,0,0.002835806787031,0.069405099150142,0.041010218379413,0.052011558124028,0.080451348182884,0.000354358610914,0.027814901436686,0.452525761361635
0.004878048780488,0.001739130434783,0.280038759689922,0.079819277108434,0.040190860708387,0.168489065606362,0.060275352585628,0.045111347462427,0.023315603083119,0.068639489194499,0.075841476655809,0.074416826003824,0.05373484236055,0.004726344645052,0.032507082152975,0.023888452206008,0.234029784396533,0.219665885111372,0.000850460666194,0.008770464416973,0.443024538769651
0.005962059620596,0,0.399305555555556,0.040850903614458,0.029546705817581,0.099403578528827,0.060443250503694,0.057421099276393,0.007355044788556,0,0,0,0,0.00094526892901,0.222379603399433,0.140801749769318,0.171815959102023,0.151963657678781,0.000566973777463,0.054376879385232,0.617053876519324
0.012466124661247,0.020869565217391,0.126291989664083,0.026167168674699,0.020187190310149,0.099403578528827,0.114170584284755,0.06332799101953,0.031085619054232,0.041748526522593,0.022801302931596,0.008030592734226,0,0.064278287172701,0.164305949008499,0.088171969515738,0.126472549455435,0.186400937866354,0.205527994330262,0.002672903441363,4.90374177787387E-06
0.019512195121951,0.085217391304348,0.103762919896641,0.020896084337349,0.015966232336209,0.029821073558648,0.033579583613163,0.015639824871327,0.011971390875634,0.027013752455796,0.02171552660152,0.010707456978968,0.006628940986257,0.007562151432082,0.021246458923513,0.010252554594853,0.056012447210491,0.060814771395076,0,0.00868693618443,0.489705039932061
0.001626016260163,0.003478260869565,0.222787467700258,0.087725903614458,0.065516608552028,0.029821073558648,0.010073875083949,0.008676477049491,0.037044094160128,0.027013752455796,0.014115092290988,0.008795411089866,0.003880355699272,0.004726344645052,0,0,0.04734385418982,0.034730363423212,0.000425230333097,0.00609756097561,0.755836455753761
0.001626016260163,0.003478260869565,0.075339147286822,0.016378012048193,0.011745274362268,0.019880715705765,0.006715916722633,0.033892884299258,0.01924366363447,0,0,0,0,0,0.001416430594901,0.000683503639657,0.033118470771283,0.041617819460727,0.000425230333097,0.126211159371868,0.685679067932426
0.001084010840108,0.001739130434783,0.010335917312662,0.003388554216867,0.002018719031015,0.019880715705765,0.006715916722633,0.011027279841322,0.005199638913964,0,0,0,0,0,0.001416430594901,0.000683503639657,0.041564792176039,0.029015240328253,0,0.584530571333111,0.825903347249558
0,0,0.03108850129199,0.007906626506024,0.004771517709672,0.009940357852883,0.003357958361316,0.000550196309251,0.003731407541143,0.007367387033399,0.003257328990228,0.001147227533461,0,0,0.001416430594901,0.000683503639657,0.017114914425428,0.015973036342321,0.000566973777463,0.021884396926161,0.764768844299512
0.014634146341464,0.03304347826087,0.232558139534884,0.049322289156627,0.036153422646357,0.179423459244533,0.168233713901948,0.177273250840831,0.215712242205402,0,0,0,0,0.00094526892901,0.143342776203966,0.088342845425652,0.192876194709936,0.288093493552169,0.000283486888731,0.043601737387237,0.483337754130845
0.001626016260163,0,0.142684108527132,0.034262048192771,0.018902550926776,0.139165009940358,0.050369375419745,0.017447160373516,0.037607943892785,0,0,0,0,0,0,0,0.231607023783063,0.235492379835873,0.000566973777463,0.215335783494821,0.7589244756897
0.002710027100271,0,0.189195736434109,0.031438253012048,0.024224628372178,0.099403578528827,0.033579583613163,0.019532760627794,0.021256857162697,0,0,0,0,0,0.001416430594901,0.000683503639657,0.084685485663481,0.098622508792497,0.000566973777463,0.050785165385901,0.770072018134929
0.004336043360434,0,0.229651162790698,0.078313253012048,0.060928610754267,0.397614314115308,0.03693754197448,0.175380021382449,0.097539337546004,0,0,0,0,0,0.011331444759207,0.01093605823451,0.414536563680818,0.398739742086753,0.000779588944011,0.294854660875376,0.81158531284758
0.005420054200542,0,0.330910852713178,0.026167168674699,0.024591668195999,0.039761431411531,0.03693754197448,0.08814976106043,0.061711825567669,0.022102161100197,0.042345276872964,0.10057361376673,0.099595796281326,0.005671613574062,0.022662889518414,0.060831823929463,0.057568348521894,0.093640093786635,0.000637845499646,0.006515202138323,0.679562764551296
0.003794037940379,0,0.117571059431525,0.032191265060241,0.02495870801982,0.387673956262425,0.06380120886501,0.059114041445219,0.005710714533713,0,0,0,0,0,0,0,0.371193598577462,0.370017584994138,0.000212615166549,0.577681256264617,0.822163129657161
