lread, lwrite, scall, sread, swrite, fork, exec, rchar, wchar, pgout, ppgout, pgfree, pgscan, atch, pgin, ppgin, pflt, vflt, runqsz, freemem, freeswap
0.009214092140921,0.012173913043478,0.209544573643411,0.061935240963856,0.048082216920536,0.328031809145129,0.053727333781061,0.14222020439595,0.055519477814041,0.024557956777996,0.01628664495114,0.004971319311663,0,0.005671613574062,0.026912181303116,0.018454598270736,0.310291175816848,0.376172332942556,0,0.035499498830605,0.430178072695743
0.009756097560976,0.022608695652174,0.143410852713178,0.037085843373494,0.013763993393283,0.089463220675944,0.033579583613163,0.40109073449624,0.019793625442678,0,0,0,0,0,0.028328611898017,0.020505109189707,0.154701044676595,0.134085580304807,0.000141743444366,0.204310056799198,0.486922389370471
0.003794037940379,0.003478260869565,0.092215762273902,0.023155120481928,0.015415672600477,0.029821073558648,0.013431833445265,0.039817588153126,0.008855496146101,0.012278978388998,0.00542888165038,0.016864244741874,0.009878738884398,0.089044333112771,0.011331444759207,0.006151532756912,0.051889308735275,0.063137456037515,0.047129695251595,0.003174072836619,2.22897353539721E-06
0.001084010840108,0,0.068233204134367,0.014871987951807,0.016149752248119,0.009940357852883,0.003357958361316,0.014371998411951,0.052488021665162,0,0,0,0,0.004726344645052,0,0,0.017114914425428,0.037807737397421,0.00049610205528,0.12788172402272,0.685670597832992
0.000542005420054,0,0.449047157622739,0.036332831325301,0.021838869517343,0.009940357852883,0.003357958361316,0.005262093334669,0.027478091799181,0.014734774066798,0.007600434310532,0.003441682600382,0.000323362974939,0.00094526892901,0.007082152974504,0.004101021837941,0.014669926650367,0.031359906213365,0,0.00609756097561,0.451992145097261
0.026016260162602,0.067826086956522,0.281572997416021,0.073795180722892,0.051569095246834,0.139662027833002,0.077400940228341,0.177942590379639,0.115008124435803,0.548747544204322,0.55157437567861,0.363250478011472,0.286103476151981,0.006616882503072,0.078045325779037,0.228734493011175,0.244320960213381,0.315548065650645,0.000212615166549,0.007099899766121,0.442797629263748
0.013008130081301,0.026086956521739,0.237645348837209,0.037085843373494,0.030464305377134,0.089463220675944,0.03693754197448,0.045599795121144,0.098463717797375,0.019646365422397,0.01085776330076,0.003824091778203,0,0.011343227148124,0.008498583569405,0.004101021837941,0.143587463880862,0.132033997655334,0.000566973777463,0.014366855997327,0.677468866812144
0.001084010840108,0.001739130434783,0.014938630490956,0.005647590361446,0.003486878326298,0.019880715705765,0.006715916722633,0.009770140648385,0.001547670300674,0,0,0,0,0,0,0,0.039564347632807,0.029308323563892,0.000141743444366,0.586284664216505,0.82294951152045
0.004878048780488,0.001739130434783,0.18249354005168,0.054781626506024,0.029913745641402,0.069582504970179,0.053727333781061,0.083159203458241,0.08008554961461,0,0,0,0,0,0.070821529745043,0.06356583848809,0.132029339853301,0.151377491207503,0.000921332388377,0.0925492816572,0.688931586115278
0.011924119241193,0.013913043478261,0.523417312661499,0.032003012048193,0.01670031198385,0.198807157057654,0.151108126259234,0.067077242416098,0.054693979584751,0.056483300589391,0.055374592833876,0.022944550669216,0.0053354890865,0.020795916438227,0.009915014164306,0.007518540036226,0.282507223827517,0.240621336459554,0.00099220411056,0.008436351486803,0.587129461011909
0.00650406504065,0.019130434782609,0.024628552971576,0.030308734939759,0.008992475683612,0.029821073558648,0.043653458697112,0.111329254491917,0.155516422470662,0,0,0,0,0,0,0,0.063347410535675,0.039126611957796,0.000566973777463,0.457734714333445,0.815284071532219
0.002168021680217,0.001739130434783,0.556686046511628,0.062876506024096,0.0456964580657,0.069582504970179,0.066991269308261,0.133595976204603,0.103957225192695,0.1862721021611,0.338110749185668,0.274015296367113,0.270759902991107,0.003781075716041,0.817067988668555,0.479546153583268,0.110246721493665,0.221277842907386,0.000531537916371,0.006598730370865,0.449480983512283
0.002710027100271,0.001739130434783,0.133155684754522,0.038968373493976,0.019636630574417,0.099403578528827,0.047011417058429,0.058118146543006,0.02059912506076,0,0,0,0,0.00094526892901,0.063739376770538,0.062882334848433,0.085796843743054,0.113716295427902,0,0.137403942532576,0.489030106745543
