lread, lwrite, scall, sread, swrite, fork, exec, rchar, wchar, pgout, ppgout, pgfree, pgscan, atch, pgin, ppgin, pflt, vflt, runqsz, freemem, freeswap
0.004878048780488,0.003478260869565,0.207768087855297,0.069653614457831,0.059276931547073,0.337972166998012,0.033579583613163,0.080782672062021,0.002580376362753,0,0,0,0,0,0,0,0.370082240497889,0.359173505275498,0.000566973777463,0.548864016037421,0.834949859240321
0.001626016260163,0.001739130434783,0.449047157622739,0.041415662650603,0.034685263351074,0.009940357852883,0.003357958361316,0.004343384245623,0.014505659329213,0,0,0,0,0.00094526892901,0.021175637393768,0.012268890331841,0.024405423427428,0.062302168815944,0,0.030905446040762,0.45052548051097
0.01029810298103,0.026086956521739,0.246608527131783,0.052522590361446,0.029546705817581,0.019880715705765,0.006715916722633,0.060964521837846,0.057276022498438,0.06139489194499,0.045602605863192,0.015678776290631,0,0.014179033935155,0.072237960339943,0.046478247496668,0.046232496110247,0.05993552168816,0.000531537916371,0.017540928833946,0.501055864763718
0.003252032520325,0.003478260869565,0.193152454780362,0.028049698795181,0.040741420444118,0.099403578528827,0.053727333781061,0.070068093720202,0.030818970904798,0,0,0,0,0.008507420361093,0.043909348441926,0.031441167424217,0.393865303400756,0.221717467760844,0.000106307583274,0.086368192449048,0.469176193671053
0.009214092140921,0.026086956521739,0.290455426356589,0.126506024096386,0.071572765645073,0.099403578528827,0.056917394224312,0.195892448100457,0.09835483646969,0,0,0,0,0,0.036756373937677,0.034106831618878,0.155278950877973,0.186027256740914,0.001275690999291,0.235800200467758,0.705605645544171
0.001084010840108,0.001739130434783,0.138727390180879,0.011106927710843,0.014865112864746,0.019880715705765,0.003357958361316,0.001666026090388,0.004071939448649,0,0,0,0,0,0.001416430594901,0.000683503639657,0.019337630584574,0.012309495896835,0.000141743444366,0.052956899432008,0.781383167237655
0.001084010840108,0.001739130434783,0.018007105943153,0.009036144578313,0.00422095797394,0.009940357852883,0.003357958361316,0.03497546480703,0.002602597041872,0,0,0,0,0,0.001416430594901,0.001367007279314,0.023160702378306,0.013657678780774,0,0.044520547945206,0.774069013478603
0.014634146341464,0.062608695652174,0.008882428940568,0.000941265060241,0.003486878326298,0.019880715705765,0.030221625251847,5.77904037055524E-05,0.012497465453788,0,0,0,0,0,0.001416430594901,0.000683503639657,0.02200488997555,0.017731535756155,0,0.665552956899432,0.837397717976894
0.005962059620596,0.008695652173913,0.414647932816538,0.044427710843374,0.03303358414388,0.079522862823062,0.026863666890531,0.081256870032153,0.013612943545587,0,0,0,0,0.00094526892901,0.029745042492918,0.024606131027648,0.085352300511225,0.14126611957796,0,0.039425325760107,0.435384954874431
0.005962059620596,0.001739130434783,0.353359173126615,0.039721385542169,0.044778858506148,0.039761431411531,0.010073875083949,0.013769553244555,0.049416568293869,0,0,0,0,0.001890537858021,0.079461756373938,0.038344554184751,0.043209602133808,0.151824443141852,0.000283486888731,0.056047444036084,0.474790086417304
